"model"|"type"|"name"|"Published"|"Fetaured"|"Visibility"|"Short_description"|"Description"|"price"|"image"|"Color"|"Dimension1"|"Dimension2"|"Dimension3"|"dim1"|"dim2"|"dim3"|"Material"|"Categories"|"Tags"
"029-000086"|"simple"|"Τραπέζι Paris"|1|0|"visible"||"Απολαύστε τον κομψό και μοντέρνο τραπέζι Paris Pakoworld. Κατασκευασμένο από γυαλί ασφαλείας 8mm με ματ επεξεργασία απομίμησης μαρμάρου, προσφέρει ασφάλεια και αισθητική. Η στήριξη γίνεται με ενισχυμένο χρυσό μεταλλικό σκελετό, εξασφαλίζοντας σταθερότητα και ανθεκτικότητα. Ιδανικό για κουζίνα και σαλόνι, αυτό το τραπέζι είναι έτοιμο για χρήση, παραδίδεται αμοντάριστο με αναλυτικό οδηγό."|"105.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/029-000086-1.jpg, https://www.pakoworld.com/image/catalog/products/029-000086-2.jpg, https://www.pakoworld.com/image/catalog/products/029-000086-3.jpg, https://www.pakoworld.com/image/catalog/products/029-000086-4.jpg, https://www.pakoworld.com/image/catalog/products/029-000086-5.jpg"|"χρυσό"|"120.0"|"80.0"|"75.0"||||"γυαλί"|"Κουζίνα, Σαλόνι"|"Μοντέρνο, Κομψό, Σταθερό, Λειτουργικό, Διακοσμητικό, Επίπεδο"
"100-000008"|"simple"|"Στρώμα Utopia pocket spring"|1|0|"visible"||"Απολαύστε έναν ξεκούραστο ύπνο με το Utopia Pocket Spring στρώμα. Κατασκευασμένο με ανώστρωμα 30-32cm, ελατήρια τσέπης 26εκ (256 ανά m²) και υφάσμα καπιτονέ, προσφέρει εξατομικευμένη στήριξη και άνεση. Αποτελείται από foam ενισχυμένης πυκνότητας, βαμβάκι και non woven ύφασμα, για εξαιρετική αίσθηση και ανθεκτικότητα. Διαστάσεις: 160x200 εκ."|"324.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/100-000008-1.jpg, https://www.pakoworld.com/image/catalog/products/100-000008-2.jpg, https://www.pakoworld.com/image/catalog/products/100-000008-3.jpg, https://www.pakoworld.com/image/catalog/products/100-000008-4.jpg, https://www.pakoworld.com/image/catalog/products/100-000008-5.jpg, https://www.pakoworld.com/image/catalog/products/100-000008-6.jpg"|"..."|"160.0"|"200.0"|||||"ύφασμα, βαμβάκι"|"Υπνοδωμάτιο, Κουζίνα"|"Άνεση, Υποστήριξη, Εξατομίκευση, Ραχιακό, Ανακούφιση, Χαλάρωση"
"100-000007"|"simple"|"Στρώμα Utopia pocket spring"|1|0|"visible"||"Το Utopia Pocket Spring στρώμα προσφέρει άνεση και υποστήριξη στον ύπνο σας. Κατασκευάζεται με ανώστρωμα υψηλής πυκνότητας, ανεξάρτητα ελατήρια (pocket spring) 26 εκ. και ύφασμα Now woven.  Εξασφαλίζει προσαρμοσμένη στήριξη σε όλες τις περιοχές του σώματος και αποτελεί ιδανική επιλογή για έναν ξεκούραστο ύπνο. Διαστάσεις: 150x200x30-32 εκ."|"309.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/100-000007-1.jpg, https://www.pakoworld.com/image/catalog/products/100-000007-2.jpg, https://www.pakoworld.com/image/catalog/products/100-000007-3.jpg, https://www.pakoworld.com/image/catalog/products/100-000007-4.jpg, https://www.pakoworld.com/image/catalog/products/100-000007-5.jpg, https://www.pakoworld.com/image/catalog/products/100-000007-6.jpg"||"150.0"|"200.0"|||||"ύφασμα"|"Υπνοδωμάτιο, Κουζίνα"|"Υπνοδείχτρα, Υποστήριξη, Άνεση, Εξατομίκευση, Ευελιξία, Ανακούφιση"
"100-000003"|"simple"|"Στρώμα Nemesis pocket spring roll pack"|1|0|"visible"||"Το στρώμα Nemesis είναι μια εξαιρετική επιλογή για άνεση ύπνου. Εξοπλισμένο με ανεξάρτητα pocket springs, 18 εκ., που προσαρμόζονται στο σώμα σας, και ενισχυμένο αφρώδες υλικό, προσφέρει εξατομικευμένη στήριξη. Κατασκευασμένο από πολυεστέρα με καπιτονέ σχέδιο και διαθέτοντας διπλής όψης, διαθέτει επίσης χειρολαβές για εύκολη μεταφορά. Διαστάσεις: 160x200 εκ. (Ύψος 20-22 εκ.)."|"219.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/100-000003-1.jpg, https://www.pakoworld.com/image/catalog/products/100-000003-2.jpg, https://www.pakoworld.com/image/catalog/products/100-000003-3.jpg, https://www.pakoworld.com/image/catalog/products/100-000003-4.jpg, https://www.pakoworld.com/image/catalog/products/100-000003-5.jpg, https://www.pakoworld.com/image/catalog/products/100-000003-6.jpg, https://www.pakoworld.com/image/catalog/products/100-000003-7.jpg"||"160.0"|"200.0"||||||"Υπνοδωμάτιο, Κουζίνα"|"Άνεση, Υποστήριξη, Εξατομίκευση, Εύκολη μεταφορά, Καπιτονέ, Πορτοπαίχτη"
"100-000002"|"simple"|"Στρώμα Nemesis pocket spring roll pack"|1|0|"visible"||"Το στρώμα Nemesis προσφέρει άνεση και υποστήριξη χάρη στα 18 εκ. pocket springs του, που προσαρμόζονται στο σχήμα του σώματός σας. Κατασκευάζεται με πολυεστερικό ύφασμα και αφρώδες υλικό ενισχυμένης πυκνότητας, ενώ η εργοστασιακή συσκευασία και οι 4 χειρολαβές το κάνουν εύκολο στη μεταφορά. Διπλής όψεσης και με μέτριο σκληρότητα, είναι ιδανικό για έναν ξεκούραστο ύπνο."|"209.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/100-000002-1.jpg, https://www.pakoworld.com/image/catalog/products/100-000002-2.jpg, https://www.pakoworld.com/image/catalog/products/100-000002-3.jpg, https://www.pakoworld.com/image/catalog/products/100-000002-4.jpg, https://www.pakoworld.com/image/catalog/products/100-000002-5.jpg, https://www.pakoworld.com/image/catalog/products/100-000002-6.jpg, https://www.pakoworld.com/image/catalog/products/100-000002-7.jpg"|"..."|"150.0"|"200.0"|||||"ύφασμα"|"Υπνοδωμάτιο, Κουζίνα"|"Υποστήριξη, Άνεση, Εργονομία, Εύκολη μεταφορά, Ξεκούραση, Ενσωματωμένη υποστήριξη"
"100-000001"|"simple"|"Στρώμα Nemesis pocket spring roll pack"|1|0|"visible"||"Απολαύστε έναν ξεκούραστο ύπνο με το στρώμα Nemesis. Κατασκευασμένο από πολυεστερικό ύφασμα εξαιρετικής αντοχής και ενισχυμένο αφρώδες υλικό, με ξεχωριστά ελατήρια pocket spring για μέγιστη άνεση και υποστήριξη. Διαθέτει 18εκ. ελατήρια με σκληρότητα 2,0χιλ και είναι τυλιγμένο σε roll pack για εύκολη μεταφορά."|"163.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/100-000001-1.jpg, https://www.pakoworld.com/image/catalog/products/100-000001-2.jpg, https://www.pakoworld.com/image/catalog/products/100-000001-3.jpg, https://www.pakoworld.com/image/catalog/products/100-000001-4.jpg, https://www.pakoworld.com/image/catalog/products/100-000001-5.jpg, https://www.pakoworld.com/image/catalog/products/100-000001-6.jpg, https://www.pakoworld.com/image/catalog/products/100-000001-7.jpg"||"100.0"|"200.0"|||||"ύφασμα"|"Υπνοδωμάτιο, Κουζίνα"|"Άνεση, Υποστήριξη, Εύκολη μεταφορά, Ελατήρια, Ρύθμιση, Ξεκούραση"
"029-000072"|"simple"|"Καρέκλα Ariadne"|1|0|"visible"||"Η καρέκλα Ariadne συνδυάζει μοντέρνο σχεδιασμό με ανθεκτικά υλικά: χρωμιομένο μεταλλικό σκελετό και τεχνόδερμα PU. Η κατασκευή της υποστηρίζει την πλάτη σας ενώ προσφέρει εύκολο καθαρισμό. Ιδανική για κάθε χώρο!"|"53.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/029-000072-1.jpg, https://www.pakoworld.com/image/catalog/products/029-000072-2.jpg, https://www.pakoworld.com/image/catalog/products/029-000072-3.jpg, https://www.pakoworld.com/image/catalog/products/029-000072-4.jpg, https://www.pakoworld.com/image/catalog/products/029-000072-5.jpg, https://www.pakoworld.com/image/catalog/products/029-000072-6.jpg, https://www.pakoworld.com/image/catalog/products/029-000072-7.jpg"|"γκρι"||||||||"Γραφείο, Σαλόνι"|"Μοντέρνος σχεδιασμός, Εργονομική, Ευκολος καθαρισμος, Σύγχρονο, Καθημερινή χρήση, Απλή κομψότητα"
"123-000139"|"simple"|"Παπουτσοθήκη-Σκαμπό"|1|0|"visible"||"Η παπουτσοθήκη-σκαμπό Crispy διαθέτει πλαίσιο από MDF και μοριοσανίδα με επένδυση 3D paperwood χρώματος wenge. Ενσωματώνει ντουλάπι για 9 ζευγάρια παπουτσιών και μαξιλαράκι από τεχνόδερμα σκούρου καφέ. Διαστάσεις: 94x34,5x60 εκ.  Ιδανική για είσοδο ή εφηβικό δωμάτιο, προσφέρει λειτουργικότητα και κομψό design."|"104.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/123-000139-1.jpg, https://www.pakoworld.com/image/catalog/products/123-000139-2.jpg, https://www.pakoworld.com/image/catalog/products/123-000139-3.jpg, https://www.pakoworld.com/image/catalog/products/123-000139-4.jpg, https://www.pakoworld.com/image/catalog/products/123-000139-5.jpg"|"wenge"|"94.0"|"34.0"|||||"μοριοσανίδα, MDF"|"Είσοδος, Δωμάτιο"|"Λειτουργικός σχεδιασμός, Μοντέρνο, Αποθηκευτικός χώρος, Εισαγωγική λύση, Κομψή διακόσμηση, Διπλή χρήση"
"029-000071"|"simple"|"Καρέκλα Ariadne"|1|0|"visible"||"Η καρέκλα Ariadne είναι κατασκευασμένη από μεταλλικό χρωμίου σκελετό και επενδυμένη με PU μόκα. Διαθέτει ενισχυμένο σκελετό πλάτης και έδρας, με ελαφρώς καμπύλη στήριξη για την πλάτη.  Εξασφαλίζει άνεση και στήριξη, ενώ τα προστατευτικά πλαστικά καλύμματα ποδιών προστατεύουν το δάπεδό σας. Διαστάσεις: 43x63x96 εκ. (Μήκος x Πλάτος x Ύψος)."|"53.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/029-000071-1.jpg, https://www.pakoworld.com/image/catalog/products/029-000071-2.jpg, https://www.pakoworld.com/image/catalog/products/029-000071-3.jpg, https://www.pakoworld.com/image/catalog/products/029-000071-4.jpg, https://www.pakoworld.com/image/catalog/products/029-000071-5.jpg, https://www.pakoworld.com/image/catalog/products/029-000071-6.jpg, https://www.pakoworld.com/image/catalog/products/029-000071-7.jpg"|"μόκα"||||||||"Σαλόνι, Γραφείο"|"Μοντέρνος σχεδιασμός, Εργονομική, Στήριξη, Κομψότητα, Λειτουργικότητα, Σύγχρονη"
"029-000070"|"simple"|"Καρέκλα Ariadne"|1|0|"visible"||"Η καρέκλα Ariadne αποτελεί μια κομψή επιλογή για τον χώρο σας. Κατασκευασμένη από ενισχυμένο χρωμιομένο μεταλλικό σκελετό και τεχνόδερμα υψηλής αντοχής σε λευκό χρώμα, προσφέρει άνεση και στυλ. Διαθέτει 4 ενισχυμένα πόδια με προστατευτικά πλαστικά καλύμματα. Διαστάσεις: 43x63x96 εκ. (ύψος έδρας: 47 εκ.)."|"53.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/029-000070-1.jpg, https://www.pakoworld.com/image/catalog/products/029-000070-2.jpg, https://www.pakoworld.com/image/catalog/products/029-000070-3.jpg, https://www.pakoworld.com/image/catalog/products/029-000070-4.jpg, https://www.pakoworld.com/image/catalog/products/029-000070-5.jpg, https://www.pakoworld.com/image/catalog/products/029-000070-6.jpg, https://www.pakoworld.com/image/catalog/products/029-000070-7.jpg"|"λευκό"||||||||"Γραφείο, Σαλόνι"|"Σύγχρονο, Επίπεδο, Άνεση, Αποδομητικό, Minimalist, Επίχρυσος"
